,state_code,city,name,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
149,2,146,149,2004,#N/A,2008,2012,4,8,6,6,4,4,0.15250141,1,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
150,2,144,150,2011,#N/A,2011,2012,0,1,0,0,15,2,0.332341273,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,1
151,12,173,151,2000,#N/A,2005,2006,5,6,5,5,4,2,0.318572274,1,0,0,1,0,0,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1
152,2,144,152,2006,#N/A,2007,2009,0,2,1,4,5,2,0.073907751,2,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1
153,2,100,153,2000,2009,2006,2007,6,7,5,5,2,2,0.910639238,1,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
154,2,144,154,2007,#N/A,2008,2008,0,0,0,4,8,1,0.027304984,4,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1
155,26,124,155,2006,2013,2009,2011,3,5,3,4,3,2,0.074087002,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,1,0
156,2,147,156,2002,#N/A,2005,2007,3,5,7,7,10,3,0.412836961,1,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1
157,2,152,157,2012,#N/A,2012,2012,0,0,1,1,5,1,0.07920352,3,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1
158,9,174,158,2010,2011,2010,2010,0,0,3,4,1,1,0.953005389,0,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
159,18,133,159,2005,2013,2006,2010,0,5,4,7,8,4,0.688216944,3,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0
160,2,162,160,2005,2011,2007,2008,2,3,3,4,4,2,0.253963894,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0
161,2,144,161,2006,#N/A,2006,2008,0,2,4,6,12,3,0.151755554,6,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1
162,2,144,162,2005,2010,2007,2007,1,1,0,5,3,2,0.099327442,4,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
163,2,104,163,2008,2010,2008,2008,0,0,3,4,3,1,0.002308955,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0
164,2,105,164,2002,#N/A,2007,2010,5,8,5,6,10,3,0.211597742,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
165,29,11,165,2000,2013,2005,2010,4,10,3,4,0,4,0.825906935,0,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0
166,12,94,166,2003,#N/A,2005,2007,2,4,3,4,3,2,0.340814504,0,0,0,1,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1
167,2,144,167,2006,#N/A,2007,2008,1,2,2,5,4,2,0.069671136,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,1,1
168,2,144,168,2009,#N/A,2010,2010,1,1,1,1,6,1,0.015654293,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,1
169,7,10,169,2006,2012,2008,2008,2,2,3,4,0,2,0.020950062,0,0,0,0,0,1,31,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
170,2,144,170,2007,#N/A,2009,2011,1,3,2,3,14,3,0.30120211,3,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1
171,2,45,171,2009,#N/A,2009,2011,0,2,0,2,7,2,0.063316213,2,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1
172,23,111,172,2005,#N/A,2009,2009,4,4,6,6,10,1,0.423428499,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
173,27,130,173,2008,#N/A,2009,2010,0,2,1,2,6,2,0.042133137,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
174,2,144,174,2006,2009,2007,2007,1,1,2,2,6,1,0.0315416,1,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
175,2,144,175,2009,2011,2009,2009,0,0,1,1,4,1,0.006651486,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0
176,2,144,176,2010,2012,2011,2011,0,0,1,1,16,1,0.073907751,2,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0
177,32,154,177,2004,2012,2006,2008,2,4,1,4,7,4,0.635259255,2,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,1,0
178,23,111,178,2008,#N/A,2009,2009,1,1,1,1,5,1,0.042133137,2,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,1
179,2,105,179,2008,#N/A,2008,2009,0,1,3,4,12,2,0.158640053,3,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1
180,29,11,180,2007,#N/A,2007,2008,0,1,3,3,9,2,0.211597742,1,0,0,0,1,0,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1
181,2,122,181,2006,#N/A,2007,2012,1,6,2,2,7,4,0.126124032,1,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
182,2,61,182,2006,#N/A,2006,2006,0,0,0,7,9,1,0.084499289,4,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
183,15,21,183,2003,2013,2008,2008,5,5,7,7,2,1,0.105682364,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
184,2,146,184,2004,#N/A,2005,2005,1,1,5,7,15,1,0.243372356,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1
185,9,40,185,2009,2013,2010,2011,1,2,1,1,2,2,0.022009216,1,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
186,23,111,186,2007,#N/A,2008,2008,1,1,1,3,13,2,0.116273902,2,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1
187,26,123,187,2007,#N/A,2007,2009,0,2,1,3,17,3,0.105682364,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1
188,2,105,188,2011,2013,2009,2011,1,0,1,1,11,2,0.078144366,3,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
189,2,60,189,2006,2011,2007,2009,1,3,3,4,4,2,0.148048516,0,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
190,12,22,190,2005,2012,2006,2007,1,2,2,3,14,2,0.677625406,4,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,1,0
191,12,30,191,2007,#N/A,2007,2011,0,4,2,3,8,3,0.167113284,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1
192,29,11,192,2005,2012,2009,2009,4,4,0,0,1,1,0.105682364,1,0,0,0,1,0,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
193,32,154,193,2006,#N/A,2007,2009,1,3,2,7,5,2,0.044251445,3,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1
194,13,17,194,2004,#N/A,2005,2009,0,4,3,3,6,4,0.471090419,1,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1
195,23,111,195,2008,#N/A,2008,2008,0,0,3,4,0,1,0.020950062,2,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
196,26,6,196,2008,2013,2010,2010,2,2,3,4,0,1,0.741174633,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
197,12,115,197,2000,#N/A,2005,2005,5,5,3,4,3,1,0.550526952,0,0,0,1,0,0,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1
198,2,89,198,2010,2011,2011,2011,0,0,0,0,3,1,0.001885294,2,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
199,3,48,199,2005,#N/A,2006,2006,1,1,3,4,6,1,0.105682364,3,0,0,0,0,1,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
200,7,49,200,2000,2012,2006,2008,6,8,3,4,5,2,0.154403438,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,1,0
201,27,130,201,2010,#N/A,2011,2012,1,1,0,1,8,2,0.122628825,2,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,1,1
202,2,144,202,2006,#N/A,2007,2012,0,5,3,4,11,4,0.494391802,2,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,3,1,1
203,12,173,203,2002,#N/A,2006,2008,3,5,3,4,7,2,0.285738507,0,0,0,1,0,0,31,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1
204,2,135,204,2002,2013,2005,2005,3,3,3,3,2,1,0.211597742,1,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0
205,30,141,205,2007,2012,2005,2005,1,1,3,4,3,1,0.179823129,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
206,2,120,206,2008,#N/A,2009,2009,1,1,1,1,3,1,0.042133137,1,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1
207,29,11,207,2010,#N/A,2011,2012,1,1,0,1,3,2,0.086617596,2,0,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
208,2,105,208,2004,#N/A,2005,2005,0,0,1,8,5,1,0.131102055,4,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1
209,2,144,209,2003,#N/A,2007,2008,4,5,4,4,8,2,0.259259663,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1
210,2,144,210,2003,#N/A,2006,2008,3,5,5,8,3,2,0.248151258,2,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1
211,12,29,211,2001,2007,2005,2006,4,5,3,4,1,2,0.338696196,0,0,0,1,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0
212,32,154,212,2006,#N/A,2009,2010,2,4,3,4,10,3,0.106880458,2,0,0,0,0,1,19,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
213,2,144,213,2005,#N/A,2005,2005,0,0,6,8,9,1,0.001885294,3,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
214,2,3,214,2001,#N/A,2005,2010,4,9,6,6,5,3,0.698808482,1,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3,1,1
215,18,50,215,2009,2013,2010,2012,1,3,2,2,8,3,0.070776765,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9,0,0
216,23,111,216,2010,#N/A,2011,2012,1,1,0,1,5,2,0.046623949,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,1
217,2,135,217,2004,#N/A,2009,2011,5,7,3,4,1,4,0.419191883,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,1,1
218,2,147,218,2010,2013,2010,2011,0,1,1,1,6,2,0.095090826,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0
219,12,109,219,2004,#N/A,2008,2008,4,4,4,4,2,2,0.296330045,1,0,0,1,0,0,31,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1
220,6,180,220,2011,2013,2011,2011,0,0,0,0,4,1,0.001885294,2,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
221,2,120,221,2004,#N/A,2006,2007,2,3,3,5,4,2,0.209479435,2,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1
222,2,144,222,2008,#N/A,2008,2013,0,5,5,5,10,3,0.160758361,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5,1,1
223,2,150,223,2008,2012,2008,2008,0,0,0,0,2,1,0.00082614,1,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0
224,2,120,224,2007,2011,2007,2007,0,0,3,4,3,1,0.013535985,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
225,2,89,225,2008,2011,2008,2010,0,2,2,2,8,3,0.22218928,3,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0
226,2,152,226,2012,#N/A,2012,2012,0,0,0,0,12,1,0.010358524,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
227,2,105,227,2003,#N/A,2004,2007,1,4,2,10,2,2,0.514515724,3,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1
228,2,151,228,1999,2009,2006,2006,7,7,7,7,6,2,0.381062347,1,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,1,0
229,2,105,229,2005,2012,2007,2010,2,5,3,4,2,2,0.201006205,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,1,0
230,13,43,230,2000,2009,2007,2007,7,7,5,5,6,1,0.359476772,1,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1
231,2,105,231,2004,2009,2005,2005,1,1,1,3,2,1,0.105682364,2,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0
232,32,159,232,2007,2012,2008,2008,1,1,3,4,3,1,0.007181063,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
233,12,29,233,2006,2013,2007,2010,1,4,1,1,1,5,0.277900769,1,0,0,1,0,0,34,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0
234,32,154,234,2008,2011,2010,2010,2,2,0,2,1,1,0.423428499,2,0,0,0,0,1,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
235,12,30,235,2006,#N/A,2006,2009,0,3,2,6,18,3,0.56111849,4,0,0,1,0,0,19,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,1
236,12,95,236,2002,#N/A,2005,2006,3,4,3,4,4,2,0.31751312,0,0,0,1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1
237,13,59,237,2002,2012,2006,2006,4,4,3,4,0,1,0.054842983,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
238,2,61,238,2004,2012,2006,2010,2,6,3,4,1,4,0.45456762,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,1,0
239,29,11,239,2010,2012,2010,2010,0,0,0,0,5,1,0.000190648,2,0,0,0,1,0,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
240,2,162,240,2005,2012,2006,2007,1,2,2,6,10,2,0.076026058,3,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
241,2,144,241,2012,#N/A,2012,2012,0,0,1,1,8,1,0.054842983,1,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1
242,2,120,242,2010,2010,2010,2010,0,0,0,1,5,1,0.105682364,2,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
243,2,143,243,2004,#N/A,2008,2010,4,6,3,6,2,2,0.359879272,2,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1
244,14,178,244,2008,2013,2012,2012,4,4,3,4,0,1,0.013790182,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0
245,23,111,245,2010,#N/A,2010,2011,0,1,2,2,12,2,0.07920352,2,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,1,1
246,23,87,246,2007,#N/A,2011,2013,3,5,2,6,9,2,0.141693593,4,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,1,1
247,2,135,247,2006,#N/A,2006,2009,0,3,2,4,12,3,0.439315805,2,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,1,1
248,2,144,248,2006,#N/A,2007,2013,1,7,3,4,5,4,0.402245423,0,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,1
249,2,144,249,2006,#N/A,2006,2007,0,0,3,4,20,3,0.476386188,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,1,1
250,2,144,250,2005,#N/A,2005,2008,0,3,2,3,10,3,0.154403438,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,1,1
251,32,15,251,2004,#N/A,2009,2009,4,4,3,4,4,1,0.211597742,0,0,0,0,0,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1
252,23,117,252,2010,2013,2010,2010,0,0,0,0,1,1,0.000423662,1,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
253,2,98,253,2005,#N/A,2007,2008,1,2,1,6,16,3,0.455203112,4,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1
254,3,54,254,2002,#N/A,2006,2006,4,4,6,6,5,1,0.084499289,1,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1
255,2,155,255,2006,#N/A,2007,2010,0,3,2,4,5,3,0.198887897,4,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4,1,1
256,23,111,256,2007,#N/A,2007,2009,0,2,1,4,9,3,0.11839221,4,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1
257,2,144,257,2006,#N/A,2008,2009,2,3,3,5,9,2,0.12686544,2,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1
258,2,144,258,2009,#N/A,2010,2012,0,3,3,4,16,3,0.042133137,2,1,0,0,0,0,32,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1
259,2,144,259,2008,#N/A,2009,2009,0,0,0,1,5,2,0.020950062,3,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5,1,1
260,26,13,260,2007,2012,2008,2009,1,1,0,1,3,2,0.004003601,2,0,0,0,0,1,12,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0
261,2,142,261,2007,2011,2008,2008,1,1,0,1,2,1,0.04848806,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0
262,2,144,262,2006,2009,2008,2008,2,2,0,3,5,1,0.020950062,4,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
263,2,144,263,2003,#N/A,2004,2009,0,5,4,7,13,5,0.524048108,3,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,1,1
264,9,55,264,2005,2013,2007,2011,2,6,6,6,15,2,0.270910354,1,0,0,0,0,1,31,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0
265,2,105,265,2001,#N/A,2005,2007,4,6,7,7,10,2,0.645850793,1,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1
266,2,33,266,2003,2011,2008,2011,5,8,5,7,3,3,0.768712631,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0
267,2,144,267,2008,#N/A,2010,2011,2,3,3,4,7,3,0.141561876,3,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
268,2,45,268,2005,#N/A,2008,2008,3,3,3,5,8,1,0.240618556,3,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1
269,2,177,269,2006,#N/A,2007,2009,0,2,3,6,13,3,0.349287734,4,1,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
270,2,145,270,2008,2012,2008,2008,0,0,3,3,3,1,0.005062755,1,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0
271,23,111,271,2006,#N/A,2007,2009,0,3,3,7,9,5,0.304803275,5,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,1,1
272,2,144,272,2005,#N/A,2006,2012,1,7,5,8,10,4,0.2767357,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,1,1
273,2,105,273,2007,#N/A,2006,2007,0,0,0,5,10,2,0.550526952,4,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,1
274,12,29,274,2008,#N/A,2011,2011,3,3,3,4,6,2,0.345051119,2,0,0,1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1
275,29,11,275,2003,2013,2007,2010,4,7,7,7,5,2,0.126702669,1,0,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1
276,2,120,276,2005,2012,2006,2006,0,0,5,5,4,1,0.025186677,1,1,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
277,23,111,277,2009,2012,2010,2010,1,1,1,3,7,2,0.04001483,2,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0
278,23,111,278,2006,2012,2008,2008,2,2,3,4,4,1,0.010358524,0,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0
279,29,137,279,2000,#N/A,2007,2007,7,7,3,4,3,1,0.398008808,0,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,1,1
280,15,186,280,2009,2009,2009,2009,0,0,0,0,3,1,0.000190648,1,0,0,0,0,1,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
281,31,66,281,2009,#N/A,2009,2011,0,2,1,2,3,4,0.070730289,2,0,0,0,0,1,19,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
282,20,121,282,2005,#N/A,2010,2010,5,5,3,4,1,1,0.55264526,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1
283,26,124,283,2009,2013,2010,2011,1,2,3,4,0,2,0.025463455,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
284,2,120,284,2008,#N/A,2008,2012,0,4,0,4,18,3,0.508796293,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,1,1
285,2,144,285,2006,#N/A,2007,2010,0,3,1,5,14,3,0.277265277,5,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1
286,23,111,286,2008,#N/A,2008,2010,0,1,0,5,6,3,0.01162953,5,0,1,0,0,0,31,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1
287,16,101,287,2009,#N/A,2011,2011,2,2,2,4,7,1,0.073907751,3,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1
288,2,146,288,2005,#N/A,2005,2008,0,3,2,2,18,4,0.9000477,1,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,1
289,2,144,289,2005,2012,2008,2008,2,2,2,5,7,1,0.257565016,2,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0
290,23,111,290,2002,#N/A,2007,2007,5,5,8,9,4,1,0.020950062,2,0,1,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1
291,2,144,291,2008,#N/A,2011,2012,3,3,2,4,5,3,0.038320184,4,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
292,23,111,292,2010,#N/A,2010,2011,0,1,1,1,4,2,0.398008808,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,1,1
293,2,72,293,2009,#N/A,2009,2012,0,3,2,4,3,3,0.027516815,4,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
294,12,182,294,2003,2011,2005,2007,2,4,4,4,2,2,0.31751312,1,0,0,1,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0
295,12,29,295,2004,#N/A,2006,2006,2,2,1,1,3,1,0.529343877,1,0,0,1,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1
296,12,22,296,2009,#N/A,2009,2011,0,2,1,2,4,3,0.003421067,2,0,0,1,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
297,2,81,297,2004,#N/A,2006,2011,2,7,1,9,7,3,0.853444934,5,1,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,4,1,1
298,2,89,298,2011,2012,2011,2011,0,0,0,0,9,1,0.001885294,3,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
